
1.4291472,2.960829
X,Y
1.4785522,2.9558685
X,Y
1.4705967,2.9071317
X,Y
1.4526129,2.9095194
X,Y
1.4861904,2.879843
X,Y
1.2912897,2.8309643
X,Y
1.4820528,2.8302786
X,Y
1.4517109,2.7922378
X,Y
1.4231452,2.7303288
X,Y
1.4230233,2.7301712
X,Y
1.2604061,2.604231
X,Y
1.3053596,2.589392
X,Y
1.2262646,2.5380094
X,Y
1.2346276,2.465481
X,Y
1.3292075,2.4931746
X,Y
1.2661535,2.4405293
X,Y
1.2942344,2.3438125
X,Y
1.3521624,2.3753655
X,Y
1.3147613,2.2832787
X,Y
1.2179841,2.2257707
X,Y
1.2673224,2.1900258
X,Y
1.242171,2.1791096
X,Y
1.2459022,2.1968703
X,Y
1.1551591,2.0481122
X,Y
1.131189,2.054274
X,Y
1.0250865,1.9052109
X,Y
0.94842505,1.8326392
X,Y
0.884461,1.8321577
X,Y
0.8605576,1.7995696
X,Y
0.8652368,1.7507472
X,Y
0.847305,1.7047261
X,Y
0.82205236,1.6771307
X,Y
0.7960588,1.630031
X,Y
0.76735806,1.6231291
X,Y
0.72481054,1.6575111
X,Y
0.7075007,1.630033
X,Y
0.7182426,1.521708
X,Y
0.6649655,1.5907226
X,Y
0.5921238,1.5505096
X,Y
0.5555718,1.4615306
X,Y
0.4949128,1.4279735
X,Y
0.38036782,1.4414858
X,Y
0.33988822,1.4049181
X,Y
0.2788531,1.4284142
X,Y
0.23698434,1.4264137
X,Y
0.20302114,1.4209274
X,Y
0.167524,1.4289467
X,Y
0.183812,1.3958576
X,Y
0.16289689,1.372752
X,Y
0.15795298,1.3644176
X,Y
-0.21159281,1.2828041
X,Y
-0.22508357,1.3286629
X,Y
-0.22494732,1.2585754
X,Y
-0.25526863,1.3445928
X,Y
-0.2797995,1.3532813
X,Y
-0.31274763,1.3683233
X,Y
-0.3156672,1.3592235
X,Y
-0.32696426,1.3424929
X,Y
-0.37538925,1.3891277
X,Y
-0.39375234,1.3703976
X,Y
-0.41113847,1.390929
X,Y
-0.46259513,1.4068817
X,Y
-0.50473154,1.4464304
X,Y
-0.53557557,1.4147133
X,Y
-0.53106326,1.4023786
X,Y
-0.5934071,1.4420012
X,Y
-0.62269664,1.4502925
X,Y
-0.659253,1.4339597
X,Y
-0.6964251,1.4097048
X,Y
-0.6855458,1.3387312
X,Y
-0.803459,1.4306945
X,Y
-0.8160015,1.407285
X,Y
-0.8504744,1.3869292
X,Y
-0.88670784,1.4117066
X,Y
-0.88559264,1.4284003
X,Y
-0.9112699,1.4022567
X,Y
-0.89734423,1.4539045
X,Y
-0.8932114,1.4842192
X,Y
-0.95025283,1.5003852
X,Y
-0.9914963,1.553884
X,Y
-1.0168027,1.6527624
X,Y
-1.0090929,1.6864352
X,Y
-1.0733994,1.6823153
X,Y
-1.0327353,1.7205638
X,Y
-1.037448,1.7425003
X,Y
-1.1265043,1.7729883
X,Y
-1.1196401,1.7873355
X,Y
-1.1417733,1.8194213
X,Y
-1.149499,1.8401799
X,Y
-1.2125884,1.9117346
X,Y
-1.3306344,1.908473
X,Y
-1.3401941,1.977224
X,Y
-1.2591281,1.9326594
X,Y
-1.2460966,1.9865463
X,Y
-1.2795781,1.995062
X,Y
-1.261216,2.0396311
X,Y
-1.294895,2.0545983
X,Y
-1.234457,2.0881953
X,Y
-1.2870559,2.1263492
X,Y
-1.3937583,2.2302961
X,Y
-1.2064227,2.2297297
X,Y
-1.4223144,2.326847
X,Y
-1.476813,2.3159347
X,Y
-1.4246671,2.4587562
X,Y
-1.329011,2.4232655
X,Y
-1.3206356,2.5108104
X,Y
-1.192257,2.4742293
X,Y
-1.3812083,2.5788736
X,Y
-1.2159946,2.5571194
X,Y
-1.4726003,2.6308167
X,Y
-1.5165924,2.7046223
X,Y
-1.4618491,2.7171655
X,Y
-1.4161111,2.7513802
X,Y
-1.4949244,2.8365731
X,Y
-1.5459769,2.8631234
X,Y
-1.4562821,2.9029753
X,Y
-1.4582112,2.8904889
X,Y
-1.5052027,2.9299755
X,Y
-1.5041435,2.919805
X,Y
-1.5295658,2.969769
X,Y
-1.54013,3.0301268
X,Y
-1.4928759,3.0123866
X,Y
-1.5178423,3.0842788
X,Y
-1.4395578,3.1442528
X,Y
-1.3223512,3.1000352
X,Y
-1.4455676,3.1940513
X,Y
-1.4424877,3.2019563
X,Y
-1.359992,3.2746408
X,Y
-1.4071426,3.3847756
X,Y
-1.462996,3.4174206
X,Y
-1.3663857,3.6275744
X,Y
-1.3690611,3.6171553
X,Y
-1.3743032,3.6516109
X,Y
-1.357848,3.6685505
X,Y
-1.3847189,3.701168
X,Y
-1.2655015,3.6814666
X,Y
-1.3732979,3.734238
X,Y
-1.2943399,3.738558
X,Y
-1.376378,3.7721965
X,Y
-1.493479,3.815846
X,Y
-1.3967052,3.8014708
X,Y
-1.4024926,3.8234901
X,Y
-1.3986492,3.837106
X,Y
-1.3138418,3.8684556
X,Y
-1.2977734,3.8728673
X,Y
-1.3607264,3.930516
X,Y
-1.2940098,3.9457822
X,Y
-1.2139109,3.9272106
X,Y
-1.2354571,3.9838006
X,Y
-1.2073826,3.9623892
X,Y
-1.3333211,4.015414
X,Y
-1.3277036,4.0948634
X,Y
-1.22526,4.0795817
X,Y
-1.185807,4.052988
X,Y
-1.4087596,4.0456696
X,Y
-1.4238487,4.0559797
X,Y
-1.2916479,4.087186
X,Y
-1.2278717,4.1116543
X,Y
-1.2630569,4.1639137
X,Y
-1.4006048,4.166117
X,Y
-1.2034613,4.1983595
X,Y
-1.4196868,4.2683554
X,Y
-1.3879641,4.2652454
X,Y
-1.2805487,4.2777004
X,Y
-1.1694229,4.2972407
X,Y
-1.3755237,4.3095684
X,Y
-1.2469748,4.330036
X,Y
-1.1428815,4.346044
X,Y
-1.1372315,4.2896347
X,Y
-1.2666467,4.3784127
X,Y
-1.3269172,4.3801365
X,Y
-1.2397066,4.308198
X,Y
-1.1678586,4.3417196
X,Y
-1.132383,4.3831673
X,Y
-1.1111101,4.408264
X,Y
-1.0831041,4.431563
X,Y
-1.1076365,4.475449
X,Y
-1.0693129,4.480054
X,Y
-1.1178108,4.4897103
X,Y
-1.0438774,4.5765142
X,Y
-1.0603921,4.53964
X,Y
-1.0658467,4.562175
X,Y
-1.0571091,4.602766
X,Y
-1.0172331,4.616664
X,Y
-0.9645323,4.5479665
X,Y
-0.94374067,4.6108117
X,Y
-0.95071924,4.622906
X,Y
-0.97573316,4.6380987
X,Y
-0.9708396,4.668184
X,Y
-0.97825116,4.746522
X,Y
-0.9571254,4.9277463
X,Y
1.0804203,5.1054993
X,Y
1.1372035,5.046095
X,Y
1.1324675,5.0369463
X,Y
1.1952746,4.9593353
X,Y
1.1925657,4.944054
X,Y
1.2185712,4.8941627
X,Y
1.6812791,4.883046
X,Y
1.1964357,4.845543
X,Y
1.2700295,4.9124694
X,Y
1.4796495,4.832194
X,Y
1.5642736,4.8044467
X,Y
1.6556702,4.7616754
X,Y
1.2529805,4.7640204
X,Y
1.5873051,4.7384915
X,Y
1.2220781,4.676768
X,Y
1.3237376,4.663569
X,Y
1.4744132,4.6857758
X,Y
1.2746321,4.661034
X,Y
1.2696422,4.6018405
X,Y
1.2576487,4.5891476
X,Y
1.2586339,4.5602646
X,Y
1.2880903,4.5346165
X,Y
1.5408401,4.547189
X,Y
1.3054917,4.5062003
X,Y
1.5299747,4.4996924
X,Y
1.5223765,4.451987
X,Y
1.4821107,4.4698677
X,Y
1.4908073,4.426763
X,Y
1.6192147,4.371278
X,Y
1.5957786,4.393137
X,Y
1.676426,4.3369107
X,Y
1.6851937,4.312405
X,Y
1.6459713,4.313329
X,Y
1.6665552,4.3088145
X,Y
1.7267671,4.271195
X,Y
1.3637625,4.238764
X,Y
1.7302824,4.2174516
X,Y
1.632403,4.2106695
X,Y
1.382301,4.154416
X,Y
1.5646994,4.186394
X,Y
1.3251369,4.0639296
X,Y
1.6078224,4.025345
X,Y
2.194035,4.008817
X,Y
1.3358078,3.9524093
X,Y
1.693115,3.979966
X,Y
1.5927607,3.9428825
X,Y
1.6040957,3.9409935
X,Y
1.3505278,3.8622222
X,Y
1.3484482,3.8506808
X,Y
1.3282596,3.8128023
X,Y
1.3425295,3.7929378
X,Y
1.368916,3.7652678
X,Y
1.3591094,3.7060735
X,Y
1.3866994,3.6229434
X,Y
1.574701,3.6258018
X,Y
1.5354269,3.6174643
X,Y
1.6285323,3.5915313
X,Y
1.5508281,3.6013756
X,Y
1.5687522,3.599586
X,Y
1.597221,3.5439978
X,Y
1.5972958,3.5496278
X,Y
1.5295786,3.5570884
X,Y
1.6167783,3.5398893
X,Y
1.6802883,3.5006917
X,Y
1.6470221,3.5130286
X,Y
1.6185379,3.5183156
X,Y
1.5153672,3.5121772
X,Y
1.4894804,3.4780552
X,Y
1.4319073,3.4775913
X,Y
1.4333661,3.4901223
X,Y
1.4055943,3.5002518
X,Y
1.3623178,3.4399207
X,Y
1.4068857,3.344812
X,Y
1.3076066,3.3897471
X,Y
1.412435,3.5911098
X,Y
1.4516755,3.6243234
X,Y
1.5401663,3.6215587
X,Y
1.4560586,3.688042
X,Y
1.4512119,3.704262
X,Y
1.6248305,3.762359
X,Y
1.4536839,3.728245
X,Y
1.3836439,3.798116
X,Y
1.4217534,3.7945683
X,Y
1.3782909,3.8104277
X,Y
1.3298988,3.8553622
X,Y
1.5621167,3.9245007
X,Y
1.6076518,4.001038
X,Y
1.4162505,4.0220423
X,Y
1.403564,3.9573731
X,Y
1.3856587,4.0352335
X,Y
1.6438277,4.142984
X,Y
1.6134671,4.167767
X,Y
1.3647013,4.2147136
X,Y
1.7580806,4.205779
X,Y
1.6719246,4.2569785
X,Y
1.6647437,4.243417
X,Y
1.7347066,4.3081384
X,Y
1.439096,4.2924504
X,Y
1.8395205,4.3200107
X,Y
1.8017358,4.2838135
X,Y
1.731884,4.3246536
X,Y
1.7019874,4.3553405
X,Y
1.726263,4.385165
X,Y
1.7764117,4.369973
X,Y
1.6675856,4.4439635
X,Y
1.6734875,4.45922
X,Y
1.3629005,4.523118
X,Y
1.3528658,4.53645
X,Y
1.6164836,4.549032
X,Y
1.3965311,4.546719
X,Y
1.6144639,4.5598965
X,Y
1.6074991,4.5858755
X,Y
1.2874405,4.5551114
X,Y
1.6097136,4.648551
X,Y
1.2653854,4.640998
X,Y
1.3207407,4.7368903
X,Y
1.3068284,4.799195
X,Y
1.2608219,4.840757
X,Y
1.2117068,4.850812
X,Y
1.2161466,4.8963013
X,Y
1.5475715,4.8746476
X,Y
1.2535203,4.8804536
X,Y
1.2497711,4.9409184
X,Y
1.2766539,4.92771
X,Y
1.2900901,4.9154663
X,Y
1.1928179,4.945667
X,Y
1.1983107,4.9970345
X,Y
1.1929966,5.010992
X,Y
-0.75129604,5.1039886
X,Y
-0.7551788,5.0276093
X,Y
-0.8634578,5.0526423
X,Y
-0.83954084,5.0429893
X,Y
-0.8425656,4.9879274
X,Y
-0.91593355,4.984046
X,Y
-0.88808566,4.978493
X,Y
-0.921372,4.9879804
X,Y
-0.9154255,4.9343576
X,Y
-0.91652596,4.9289794
X,Y
-0.89283323,4.9061594
X,Y
-0.95793205,4.912673
X,Y
-0.9734331,4.869551
X,Y
-1.0188804,4.8545785
X,Y
-1.0319495,4.8393025
X,Y
-1.0473049,4.799126
X,Y
-1.0180613,4.783307
X,Y
-1.1499548,4.7416024
X,Y
-1.1451489,4.7092996
X,Y
-1.2250029,4.698167
X,Y
-1.1815327,4.6666117
X,Y
-1.1950377,4.6684813
X,Y
-1.1722493,4.64846
X,Y
-1.1525835,4.597496
X,Y
-1.0705884,4.5693235
X,Y
-1.340748,4.5742884
X,Y
-1.3450112,4.579708
X,Y
-1.3992075,4.5427823
X,Y
-1.1482695,4.476336
X,Y
-1.127221,4.4911275
X,Y
-1.232381,4.445458
X,Y
-1.3646969,4.431175
X,Y
-1.2173678,4.3424754
X,Y
-1.3093593,4.3379836
X,Y
-1.4896375,4.314552
X,Y
-1.1795539,4.2809424
X,Y
-1.3357506,4.238957
X,Y
-1.3803924,4.224955
X,Y
-1.1983366,4.1781154
X,Y
-1.0998409,4.1417
X,Y
-1.4271545,4.1421504
X,Y
-1.3701283,4.1377463
X,Y
-1.4334062,4.0889072
X,Y
-1.1566648,4.0380554
X,Y
-1.3715866,4.020589
X,Y
-1.3661146,3.99367
X,Y
-1.1994269,3.9114983
X,Y
-1.4225334,3.8952186
X,Y
-1.2749368,3.898584
X,Y
-1.4619622,3.8748422
X,Y
-1.518069,3.8636184
X,Y
-1.4799184,3.8507025
X,Y
-1.4850364,3.7633812
X,Y
-1.6482472,3.7658687
X,Y
-1.3335661,3.742435
X,Y
-1.261142,3.6803775
X,Y
-1.4960198,3.6695826
X,Y
-1.4167525,3.6229231
X,Y
-1.4601784,3.586646
X,Y
-1.4690459,3.5847275
X,Y
-1.3790116,3.507021
X,Y
-1.4593887,3.4816048
X,Y
-1.4874898,3.4662015
X,Y
-1.4733747,3.4243762
X,Y
-1.4270585,3.3961911
X,Y
-1.4140476,3.3819454
X,Y
-1.5214683,3.325874
X,Y
-1.2249538,3.2850914
X,Y
-1.4717742,3.2643504
X,Y
-1.3788991,3.2231848
X,Y
-1.3929147,3.1842303
X,Y
-1.5094222,3.1611598
X,Y
-1.5446508,3.1152804
X,Y
-1.5358236,3.0968676
X,Y
-1.4948602,3.078997
X,Y
-1.4936383,3.0060115
X,Y
-1.5262824,2.999043
X,Y
-1.6343629,2.98072
X,Y
-1.5400864,2.9423532
X,Y
-1.5713989,2.9243531
X,Y
-1.5937128,2.9100614
X,Y
-1.5424328,2.878118
X,Y
-1.5447388,2.8280008
X,Y
-1.5289501,2.8181891
X,Y
-1.5293082,2.8061635
X,Y
-1.5429273,2.769543
X,Y
-1.674155,2.7357745
X,Y
-1.5858526,2.722488
X,Y
-1.5004456,2.6680686
X,Y
-1.4975973,2.668958
X,Y
-1.5187689,2.621177
X,Y
-1.5663873,2.6002927
X,Y
-1.5028269,2.5681944
X,Y
-1.4380884,2.5469265
X,Y
-1.3782536,2.5313194
X,Y
-1.3974482,2.5131097
X,Y
-1.4317728,2.4862845
X,Y
-1.3689822,2.454831
X,Y
-1.4052645,2.4461994
X,Y
-1.3423398,2.4426198
X,Y
-1.3330704,2.3365414
X,Y
-1.3589916,2.3282075
X,Y
-1.2483938,2.2764766
X,Y
-1.2694083,2.223716
X,Y
-1.4191736,2.2575982
X,Y
-1.4058117,2.2170973
X,Y
-1.4300251,2.2066329
X,Y
-1.3846247,2.1534684
X,Y
-1.3632435,2.1477337
X,Y
-1.3463815,2.0803487
X,Y
-1.2520995,2.0642917
X,Y
-1.3870991,2.0854764
X,Y
-1.3454393,2.0371208
X,Y
-1.2905945,2.036052
X,Y
-1.2879694,2.0324194
X,Y
-1.3113852,1.9429013
X,Y
-1.236988,1.9613047
X,Y
-1.1627766,1.8647522
X,Y
-1.1988907,1.9102721
X,Y
-1.205553,1.8622403
X,Y
-1.1660427,1.85262
X,Y
-1.1583338,1.862859
X,Y
-1.0962868,1.8244861
X,Y
-1.1193823,1.786055
X,Y
-1.0211685,1.7236797
X,Y
-1.0161828,1.6677606
X,Y
-1.0510657,1.7449168
X,Y
-1.029805,1.5988538
X,Y
-1.0204333,1.5785363
X,Y
-1.0477703,1.5541594
X,Y
-1.0456158,1.5446606
X,Y
-1.0359979,1.5152607
X,Y
-1.0347497,1.524653
X,Y
-1.0618987,1.5599278
X,Y
-1.022445,1.514005
X,Y
-0.92843384,1.4815812
X,Y
-0.9151722,1.4781876
X,Y
-0.86841655,1.4170756
X,Y
-0.8637257,1.401299
X,Y
-0.8098756,1.4025193
X,Y
-0.7488481,1.3707763
X,Y
-0.7542251,1.445842
X,Y
-0.7212636,1.4417676
X,Y
-0.7119323,1.4542842
X,Y
-0.70364684,1.3834617
X,Y
-0.71170366,1.4182204
X,Y
-0.6104634,1.4159205
X,Y
-0.54652613,1.2855191
X,Y
-0.5857847,1.3434685
X,Y
1.9333874,4.7642937
X,Y
1.8290628,4.762489
X,Y
1.7693778,4.7601967
X,Y
1.7501438,4.7477846
X,Y
1.8444643,4.747338
X,Y
1.7373655,4.776371
X,Y
1.7855494,4.8128524
X,Y
1.7367755,4.794367
X,Y
1.7018545,4.7165546
X,Y
1.68846,4.696127
X,Y
1.6249257,4.706563
X,Y
1.649368,4.708099
X,Y
1.6362295,4.663597
X,Y
1.6508406,4.66136
X,Y
1.5833967,4.6453
X,Y
1.5920286,4.617378
X,Y
1.6360652,4.6178102
X,Y
1.6777766,4.58198
X,Y
1.6834232,4.5768766
X,Y
1.6839863,4.562917
X,Y
1.7327425,4.5924993
X,Y
1.6903324,4.5821524
X,Y
1.6167294,4.6050377
X,Y
1.5513351,4.6332383
X,Y
1.5595604,4.5891633
X,Y
1.6272156,4.5817003
X,Y
1.611933,4.6088004
X,Y
1.5404438,4.609722
X,Y
1.387637,4.6112914
X,Y
1.3879119,4.5581717
X,Y
1.358979,4.525238
X,Y
1.5288123,4.5383396
X,Y
1.2814825,4.568934
X,Y
1.2642654,4.570716
X,Y
1.2903981,4.5440207
X,Y
1.4965314,4.5582385
X,Y
1.3149415,4.52408
X,Y
1.5727324,4.5588737
X,Y
1.2963015,4.5533357
X,Y
1.4799875,4.497794
X,Y
1.3770603,4.497307
X,Y
1.5713251,4.451835
X,Y
1.3325319,4.493012
X,Y
1.3742675,4.4991217
X,Y
1.5574881,4.423675
X,Y
1.5698901,4.5262895
X,Y
1.435296,4.473319
X,Y
1.4189162,4.388583
X,Y
1.3382809,4.4752398
X,Y
1.3407724,4.5238023
X,Y
1.3266422,4.5285883
X,Y
1.6145127,4.5355277
X,Y
1.6223801,4.5715756
X,Y
1.6246247,4.5670657
X,Y
1.6522841,4.58718
X,Y
1.4038515,4.5976887
X,Y
1.3372256,4.583232
X,Y
1.3326386,4.6132503
X,Y
1.4245749,4.570259
X,Y
1.3532175,4.556799
X,Y
1.3268912,4.635217
X,Y
1.3663955,4.5613437
X,Y
1.5388128,4.5850782
X,Y
1.3664029,4.560358
X,Y
1.4183795,4.60393
X,Y
1.3098181,4.565503
X,Y
1.3117588,4.507959
X,Y
1.3184625,4.5454836
X,Y
1.2235402,4.5163355
X,Y
1.5580872,4.560924
X,Y
1.3439413,4.5044513
X,Y
1.2084174,4.5829177
X,Y
1.1879243,4.4333944
X,Y
1.6194447,4.501517
X,Y
1.6000925,4.5200534
X,Y
1.2028067,4.397123
X,Y
1.6577425,4.457282
X,Y
1.2046309,4.413774
X,Y
1.181151,4.4129915
X,Y
1.2019994,4.3894677
X,Y
1.3379486,4.4672813
X,Y
1.5965496,4.4416475
X,Y
1.2828448,4.408748
X,Y
1.5490927,4.415764
X,Y
1.5946301,4.3828197
X,Y
1.2471535,4.337234
X,Y
1.590038,4.3650017
X,Y
1.7057217,4.348579
X,Y
2.1565943,4.434301
X,Y
1.2764065,4.269841
X,Y
2.127677,4.424589
X,Y
1.2337356,4.163023
X,Y
1.6868141,4.301978
X,Y
2.0700142,4.367417
X,Y
1.2360303,4.178598
X,Y
1.6085147,4.257301
X,Y
1.6173478,4.2160954
X,Y
1.6829116,4.20225
X,Y
1.7005485,4.149177
X,Y
2.1171663,4.255375
X,Y
1.3054602,4.0583115
X,Y
1.7904785,4.0846434
X,Y
1.7133654,4.109717
X,Y
1.7209803,4.0326223
X,Y
1.6995946,4.011545
X,Y
1.6613262,3.960412
X,Y
1.65817,3.9528751
X,Y
1.7429917,3.9314318
X,Y
1.7304935,3.9079428
X,Y
1.5805572,3.862986
X,Y
1.6550018,3.8099208
X,Y
1.4993356,3.787303
X,Y
1.3548534,3.7198327
X,Y
1.3777696,3.70275
X,Y
1.3429829,3.6343458
X,Y
1.4106728,3.621954
X,Y
1.3423649,3.5548759
X,Y
1.5276736,3.5668283
X,Y
1.5300779,3.5430393
X,Y
1.5380497,3.469125
X,Y
1.4356433,3.431037
X,Y
1.4688685,3.4132466
X,Y
1.500419,3.366833
X,Y
1.5100803,3.3264503
X,Y
1.372929,3.2879477
X,Y
1.6049627,3.2659557
X,Y
1.5594598,3.2278528
X,Y
1.5091976,3.1907349
X,Y
1.5327032,3.1788616
X,Y
1.5199404,3.1321979
X,Y
1.5327234,3.1204612
X,Y
1.4866556,3.0232677
X,Y
1.454615,3.0228512
X,Y
1.4291472,2.960829
X,Y
1.4785522,2.9558685
X,Y
1.4705967,2.9071317
X,Y
1.4526129,2.9095194
X,Y
1.4861904,2.879843
X,Y
1.2912897,2.8309643
X,Y
1.4820528,2.8302786
X,Y
1.4517109,2.7922378
X,Y
1.4231452,2.7303288
X,Y
1.4230233,2.7301712
X,Y
1.2604061,2.604231
X,Y
1.3053596,2.589392
X,Y
1.2262646,2.5380094
X,Y
1.2346276,2.465481
X,Y
1.3292075,2.4931746
X,Y
1.2661535,2.4405293
X,Y
1.2942344,2.3438125
X,Y
1.3521624,2.3753655
X,Y
1.3147613,2.2832787
X,Y
1.2179841,2.2257707
X,Y
1.2673224,2.1900258
X,Y
1.242171,2.1791096
X,Y
1.2459022,2.1968703
X,Y
1.1551591,2.0481122
X,Y
1.131189,2.054274
X,Y
1.0250865,1.9052109
X,Y
0.94842505,1.8326392
X,Y
0.884461,1.8321577
X,Y
0.8605576,1.7995696
X,Y
